code,name,male couples,female couples,opposite-sex couples,total couples
SAL40237,Ceduna,0,0,393,395
SAL40238,Ceduna Waters,0,0,47,47
SAL40239,Chaffey,0,0,47,47
SAL40240,Chain Of Ponds,0,0,4,4
SAL40241,Chandada,0,0,10,10
SAL40242,Chandlers Hill,0,0,222,224
SAL40243,Chapel Hill (SA),0,0,37,37
SAL40244,Chapman Bore,0,0,3,3
SAL40245,Charleston,0,0,146,146
SAL40246,Charlton Gully,0,0,3,10
SAL40247,Charra,0,0,4,4
SAL40248,Cheltenham (SA),3,3,490,500
SAL40249,Cherry Gardens,0,0,171,171
SAL40250,Cherryville,0,0,32,32
SAL40251,Chilpenunda,0,0,6,6
SAL40252,Chinaman Wells,0,0,0,0
SAL40253,Chinbingina,0,0,0,0
SAL40254,Chiton,0,0,131,131
SAL40255,Chowilla,0,0,0,0
SAL40256,Christie Downs,4,6,805,816
SAL40257,Christies Beach,6,16,1088,1108
SAL40258,Clapham,8,3,389,403
SAL40259,Clare (SA),3,0,727,728
SAL40260,Clarence Gardens,0,3,538,549
SAL40261,Clarence Park,0,8,584,590
SAL40262,Clarendon (SA),0,0,174,178
SAL40263,Clay Wells,0,0,8,8
SAL40264,Claypans,0,0,0,0
SAL40265,Clayton Bay,0,5,116,118
SAL40266,Clearview,6,4,862,873
SAL40267,Cleland,0,0,0,0
SAL40268,Clements Gap,0,0,15,15
SAL40269,Cleve,0,3,214,220
SAL40270,Clinton (SA),0,0,80,80
SAL40271,Clinton Centre,0,0,12,12
SAL40272,Clovelly Park,3,4,656,662
SAL40273,Cobdogla,0,0,93,93
SAL40274,Cocata,0,0,0,0
SAL40275,Cockaleechie,0,0,21,21
SAL40276,Cockatoo Valley,0,0,202,203
SAL40277,Cockburn,0,0,0,0
SAL40278,Coffin Bay,0,0,167,168
SAL40279,Colebatch,0,0,11,11
SAL40280,Coles,0,0,14,14
SAL40281,College Park,0,0,193,193
SAL40282,Colley,0,0,10,10
SAL40283,Collinsfield,0,0,0,0
SAL40284,Collinsville (SA),0,0,3,3
SAL40285,Collinswood,3,0,332,330
SAL40286,Colonel Light Gardens,4,4,849,855
SAL40287,Colton,0,0,5,5
SAL40288,Comaum,0,0,15,15
SAL40289,Commissariat Point,0,0,66,66
SAL40290,Commonwealth Hill,0,0,0,0
SAL40291,Compton,0,0,210,210
SAL40292,Concordia,0,0,35,36
SAL40293,Condowie,0,0,15,15
SAL40294,Conmurra,0,0,23,23
SAL40295,Coober Pedy,0,0,223,227
SAL40296,Coobowie,0,0,47,47
SAL40297,Cooke Plains,0,0,20,20
SAL40298,Coolillie,0,0,4,4
SAL40299,Cooltong,0,0,72,72
SAL40300,Coomandook,0,0,23,23
SAL40301,Coombe,0,0,17,17
SAL40302,Coomooroo,0,0,3,3
SAL40303,Coomunga,0,0,31,31
SAL40304,Coonalpyn,0,0,77,77
SAL40305,Coonamia,0,0,20,20
SAL40306,Coonawarra (SA),0,0,43,43
SAL40307,Coorabie,0,0,12,12
SAL40308,Coorong,0,0,14,14
SAL40309,Cootra,0,0,4,4
SAL40310,Copeville,0,0,12,12
SAL40311,Copley (SA),0,0,9,9
SAL40312,Corny Point,0,0,31,31
SAL40313,Coromandel East,0,0,90,89
SAL40314,Coromandel Valley,3,5,1113,1120
SAL40315,Cortlinye,0,0,9,9
SAL40316,Corunna Station,0,0,0,0
SAL40317,Coulta,0,0,43,43
SAL40318,Cowandilla,0,5,236,244
SAL40319,Cowell,0,0,263,265
SAL40320,Cowirra,0,0,32,31
SAL40321,Cradock,0,0,10,10
SAL40322,Crafers,7,6,536,553
SAL40323,Crafers West,0,0,340,345
SAL40324,Craigburn Farm,4,7,868,878
SAL40325,Craigmore,9,9,2351,2371
SAL40326,Crescent,0,0,56,56
SAL40327,Cromer (SA),0,0,57,57
SAL40328,Cross Roads (SA),0,0,24,24
SAL40329,Croydon (SA),7,3,251,261
SAL40330,Croydon Park (SA),8,5,815,824
SAL40331,Crystal Brook (SA),0,0,335,340
SAL40332,Cudlee Creek,0,0,125,126
SAL40333,Culburra,0,0,23,23
SAL40334,Cultana,0,0,0,0
SAL40335,Cumberland Park,3,6,588,597
SAL40336,Cummins,0,0,236,236
SAL40337,Cungena,0,0,10,10
SAL40338,Cunliffe,0,0,15,15
SAL40339,Cunningham (SA),0,0,19,19
SAL40340,Cunyarie,0,0,3,3
SAL40341,Curramulka,0,0,77,77
SAL40342,Currency Creek,0,0,116,116
SAL40343,Custon,0,0,0,0
SAL40344,Cuttlefish Bay,0,0,3,3
SAL40345,Cygnet River,0,0,19,19
SAL40346,D'Estrees Bay,0,0,3,3
SAL40347,Dalkey,0,0,3,3
SAL40348,Danggali,0,0,0,0
SAL40349,Darke Peak,0,0,21,21
SAL40350,Darlington (SA),0,0,255,259
SAL40351,Davenport (SA),0,0,13,13
SAL40352,Daveyston,0,0,24,24
SAL40353,Davoren Park,6,8,860,876
SAL40354,Daw Park,0,5,534,536
SAL40355,Dawesley,0,0,77,81
SAL40356,Dawson (SA),0,0,0,0
SAL40357,De Mole River,0,0,0,0
SAL40358,Deep Creek (SA),0,0,9,8
SAL40359,Deepwater (SA),0,0,0,0
SAL40360,Delamere (SA),0,0,40,40
SAL40361,Denial Bay,0,0,37,37
SAL40362,Dernancourt,7,13,1007,1023
SAL40363,Devlins Pound,0,0,4,4
SAL40364,Devon Park (SA),9,0,223,233
SAL40365,Dingabledinga,0,0,24,24
SAL40366,Direk,3,0,181,186
SAL40367,Dismal Swamp,0,0,13,13
SAL40368,Donovans,0,0,23,23
SAL40369,Dorset Vale,0,0,0,0
SAL40370,Douglas Point,0,0,13,13
SAL40371,Dover Gardens,0,3,658,663
SAL40372,Dowlingville,0,0,4,4
SAL40373,Dry Creek (SA),0,0,43,42
SAL40374,Dublin,0,0,80,80
SAL40375,Duck Ponds,0,0,27,27
SAL40376,Dudley East,0,0,9,9
SAL40377,Dudley Park (SA),0,0,105,109
SAL40378,Dudley West,0,0,9,9
SAL40379,Dulwich,4,4,380,389
SAL40380,Duncan,0,0,14,14
SAL40381,Dutton,0,0,36,36
SAL40382,Dutton East,0,0,0,0
SAL40383,East Moonta,0,0,39,39
SAL40384,Eastwood (SA),5,0,151,154
SAL40385,Eba,0,0,5,5
SAL40386,Eba Anchorage,0,0,7,7
SAL40387,Ebenezer (SA),0,0,44,44
SAL40388,Echunga,0,0,296,301
SAL40389,Eden Hills,3,6,722,732
SAL40390,Eden Valley,0,0,107,106
SAL40391,Edillilie,0,0,38,38
SAL40392,Edinburgh,0,0,0,0
SAL40393,Edinburgh North,0,0,0,0
SAL40394,Edithburgh,0,0,136,138
SAL40395,Edwardstown,10,5,875,889
SAL40396,Eight Mile Creek (SA),0,0,45,45
SAL40397,Elizabeth,0,0,152,156
SAL40398,Elizabeth Downs,3,6,756,768
SAL40399,Elizabeth East,4,0,652,651
SAL40400,Elizabeth Grove,3,0,366,366
SAL40401,Elizabeth North,4,4,460,470
SAL40402,Elizabeth Park,7,0,682,688
SAL40403,Elizabeth South,7,0,343,351
SAL40404,Elizabeth Vale,7,3,624,630
SAL40405,Elliston,0,0,82,82
SAL40406,Elwomple,0,0,19,19
SAL40407,Emu Bay,0,0,29,29
SAL40408,Emu Downs,0,0,9,9
SAL40409,Emu Flat (SA),0,0,22,22
SAL40410,Encounter Bay,13,16,1388,1416
SAL40411,Enfield (SA),7,11,1208,1228
SAL40412,Erindale,0,4,305,309
SAL40413,Erith,0,0,11,11
SAL40414,Erskine (SA),0,0,0,0
SAL40415,Ethelton,0,7,300,310
SAL40416,Ettrick (SA),0,0,11,11
SAL40417,Eudunda,0,0,179,182
SAL40418,Eurelia,0,0,3,3
SAL40419,Euromina,0,0,3,5
SAL40420,Evandale (SA),0,0,312,309
SAL40421,Evanston,3,4,424,437
SAL40422,Evanston Gardens,7,3,436,444
SAL40423,Evanston Park,10,7,911,922
SAL40424,Evanston South,3,0,184,188
SAL40425,Everard Central,0,0,9,9
SAL40426,Everard Park,0,0,208,209
SAL40427,Exeter (SA),5,10,193,206
SAL40428,Eyre,4,0,251,254
SAL40429,Fairview Park,0,9,947,955
SAL40430,False Bay,0,0,0,0
SAL40431,Farina,0,0,7,7
SAL40432,Farrell Flat,0,0,50,52
SAL40433,Felixstow,9,4,523,535
SAL40434,Ferryden Park,5,7,872,880
SAL40435,Field,0,0,16,16
SAL40436,Findon,5,13,1429,1446
SAL40437,Finniss,0,0,82,82
SAL40438,Firle,0,0,331,334
SAL40439,Fischer,0,0,15,15
SAL40440,Fisher (SA),0,0,9,9
SAL40441,Fisherman Bay,0,0,33,29
SAL40442,Fitzroy (SA),0,0,198,199
SAL40443,Five Miles,0,0,3,3
SAL40444,Flagstaff Hill,7,8,2707,2724
SAL40445,Flaxley,0,0,45,45
SAL40446,Flaxman Valley,0,0,72,72
SAL40447,Flinders Chase,0,0,0,0
SAL40448,Flinders Park,10,4,1243,1258
SAL40449,Flinders Ranges,0,0,7,7
SAL40450,Florina Station,0,0,0,0
SAL40451,Fords,0,0,18,23
SAL40452,Forest Range,0,0,68,68
SAL40453,Forestville (SA),0,8,304,316
SAL40454,Forreston,0,0,108,108
SAL40455,Forster (SA),0,0,6,6
SAL40456,Foul Bay,0,0,10,10
SAL40457,Fountain,0,0,3,3
SAL40458,Fox,0,0,15,15
SAL40459,Frahns,0,0,0,0
SAL40460,Frances,0,0,16,16
SAL40461,Franklyn,0,0,0,0
SAL40462,Frankton,0,0,0,0
SAL40463,Frayville,0,0,0,0
SAL40464,Freeling,0,10,611,624
SAL40465,Frewville,0,0,180,178
SAL40466,Frome Downs,0,0,0,0
SAL40467,Fulham (SA),3,5,645,650
SAL40468,Fulham Gardens,6,3,1586,1601
SAL40469,Fullarton,5,9,911,931
SAL40470,Furner,0,0,39,36
SAL40471,Galga,0,0,3,3
SAL40472,Gammon Ranges,0,0,6,6
SAL40473,Garden Island (SA),0,0,0,0
SAL40474,Gawler (SA),0,0,140,141
SAL40475,Gawler Belt,6,0,254,261
SAL40476,Gawler East,3,7,1339,1352
SAL40477,Gawler Ranges,0,0,0,0
SAL40478,Gawler River,0,0,28,28
SAL40479,Gawler South,0,5,550,560
SAL40480,Gawler West,0,3,156,157
SAL40481,Gemmells,0,0,22,22
SAL40482,Georgetown (SA),0,0,43,43
SAL40483,Gepps Cross,0,0,148,148
SAL40484,Geranium,0,0,27,27
SAL40485,Geranium Plains,0,0,0,0
SAL40486,Gerard,0,0,8,8
SAL40487,German Creek,0,0,6,6
SAL40488,German Flat,0,0,4,4
SAL40489,Germein Bay,0,0,0,0
SAL40490,Gidgealpa,0,0,8,8
SAL40491,Gifford Hill,0,0,8,8
SAL40492,Gilberton (SA),0,3,344,351
SAL40493,Giles Corner,0,0,7,7
SAL40494,Gillentown,0,0,29,29
SAL40495,Gilles Plains,6,4,843,855
SAL40496,Gillman,0,0,14,14
SAL40497,Gladstone (SA),0,3,153,155
SAL40498,Glandore,8,10,630,644
SAL40499,Glanville,3,6,138,145
SAL40500,Glen Osmond,6,0,494,501
SAL40501,Glenalta,3,5,513,518
SAL40502,Glenburnie,0,0,104,104
SAL40503,Glencoe (SA),0,0,167,171
SAL40504,Glendambo,0,0,0,0
SAL40505,Glenelg (SA),6,4,738,744
SAL40506,Glenelg East,10,0,884,898
SAL40507,Glenelg North,11,8,1563,1583
SAL40508,Glenelg South,5,3,473,480
SAL40509,Glengowrie,0,5,1326,1337
SAL40510,Glenroy (SA),0,0,14,14
SAL40511,Glenside,5,0,608,617
SAL40512,Glenunga,3,0,541,544
SAL40513,Globe Derby Park,0,0,93,93
SAL40514,Glossop,0,0,217,217
SAL40515,Glynde,0,3,415,421
SAL40516,Golden Grove,7,14,2489,2512
SAL40517,Golden Heights,0,0,62,62
SAL40518,Gomersal,0,0,17,17
SAL40519,Good Hope Landing,0,0,10,10
SAL40520,Goodwood (SA),8,10,638,649
SAL40521,Goolwa,3,3,561,569
SAL40522,Goolwa Beach,3,3,543,551
SAL40523,Goolwa North,0,4,371,376
SAL40524,Goolwa South,0,3,254,257
SAL40525,Gosse,0,0,10,10
SAL40526,Gould Creek,0,0,62,61
SAL40527,Goyder,0,0,4,4
SAL40528,Grace Plains,0,0,17,17
SAL40529,Grampus,0,0,6,6
SAL40530,Grange (SA),4,8,1462,1478
SAL40531,Green Fields,0,0,45,44
SAL40532,Green Hills Range,0,0,25,25
SAL40533,Green Patch,0,0,10,10
SAL40534,Greenacres,8,8,729,741
SAL40535,Greenhill (SA),0,0,126,126
SAL40536,Greenock,0,0,292,292
SAL40537,Greenways,0,0,11,11
SAL40538,Greenwith,12,7,2438,2457
SAL40539,Gulfview Heights,3,0,952,960
SAL40540,Gulnare,0,0,22,22
SAL40541,Gum Creek,0,0,10,10
SAL40542,Gumeracha,0,0,198,205
SAL40543,Gurra Gurra,0,0,22,22
SAL40544,Hackham,4,7,871,883
SAL40545,Hackham West,9,7,595,604
SAL40546,Hacklins Corner,0,0,10,10
SAL40547,Hackney,0,0,96,95
SAL40548,Hahndorf,0,5,680,681
SAL40549,Haines,0,0,32,39
SAL40550,Halbury,0,0,46,46
SAL40551,Halidon,0,0,0,0
SAL40552,Hallelujah Hills,0,0,0,0
SAL40553,Hallett,0,0,30,30
SAL40554,Hallett Cove,11,19,3283,3317
SAL40555,Hambidge,0,0,0,0
SAL40556,Hamilton (SA),0,0,23,24
SAL40557,Hamley,0,0,4,4
SAL40558,Hamley Bridge,0,0,139,139
SAL40559,Hammond,0,0,3,3
SAL40560,Hampden (SA),0,0,17,17
SAL40561,Hampstead Gardens,3,3,318,327
SAL40562,Hansborough,0,0,13,13
SAL40563,Hanson,0,0,4,4
SAL40564,Happy Valley (SA),15,19,2821,2857
SAL40565,Hardwicke Bay,0,0,37,37
SAL40566,Hardy,0,0,0,0
SAL40567,Harrogate,0,0,116,118
SAL40568,Hart (SA),0,0,6,6
SAL40569,Hartley (SA),0,0,41,46
SAL40570,Haslam,0,0,15,15
SAL40571,Hatherleigh,0,0,41,41
SAL40572,Hawker (SA),0,0,64,65
SAL40573,Hawson,0,0,34,34
SAL40574,Hawthorn (SA),3,6,552,558
SAL40575,Hawthorndene,3,7,863,870
SAL40576,Hay Flat,0,0,17,23
SAL40577,Hay Valley,0,0,3,3
SAL40578,Hayborough,0,4,529,540
SAL40579,Hazelwood Park,0,4,489,499
SAL40580,Heathfield,3,0,247,250
SAL40581,Heathpool,0,0,149,146
SAL40582,Hectorville,4,6,903,915
SAL40583,Hendon (SA),3,0,242,249
SAL40584,Henley Beach,6,12,1452,1468
SAL40585,Henley Beach South,0,5,676,684
SAL40586,Hewett,0,6,751,760
SAL40587,Highbury (SA),10,8,1780,1797
SAL40588,Highgate (SA),0,3,351,355
SAL40589,Highland Valley,0,0,95,95
SAL40590,Hill River (SA),0,0,28,28
SAL40591,Hillbank,0,5,1235,1242
SAL40592,Hillcrest (SA),8,4,796,809
SAL40593,Hillier,0,0,206,206
SAL40594,Hilltown,0,0,12,12
SAL40595,Hilton (SA),0,0,164,167
SAL40596,Hincks,0,0,0,0
SAL40597,Hindmarsh (SA),0,0,31,31
SAL40598,Hindmarsh Island,0,0,509,515
SAL40599,Hindmarsh Tiers,0,0,34,34
SAL40600,Hindmarsh Valley,0,3,168,170
SAL40601,Holden Hill,0,0,774,778
SAL40602,Holder (SA),0,0,31,31
SAL40603,Holder Siding,0,0,0,0
SAL40604,Honiton,0,0,15,15
SAL40605,Hope Forest,0,0,39,39
SAL40606,Hope Gap,0,0,0,0
SAL40607,Hope Valley (SA),6,13,1807,1831
SAL40608,Hornsdale,0,0,10,10
SAL40609,Horsnell Gully,0,0,5,5
SAL40610,Hoskin Corner,0,0,3,3
SAL40611,Houghton,0,0,147,154
SAL40612,Hove,5,7,691,697
SAL40613,Hoyleton,0,0,26,26
SAL40614,Huddleston,0,0,5,5
SAL40615,Humbug Scrub,0,0,121,122
SAL40616,Huntfield Heights,3,9,767,786
SAL40617,Hyde Park (SA),4,4,388,394
SAL40618,Hynam,0,0,52,52
SAL40619,Ingle Farm,6,13,1974,1991
SAL40620,Inglewood (SA),0,0,98,99
SAL40621,Ingomar,0,0,0,0
SAL40622,Inkerman (SA),0,0,7,7
SAL40623,Inkster,0,0,4,4
SAL40624,Inman Valley,0,0,100,99
SAL40625,Innamincka,0,0,3,3
SAL40626,Inneston,0,0,3,3
SAL40627,Iron Knob,0,0,16,16
SAL40628,Ironbank,0,0,141,145
SAL40629,Ironstone,0,0,10,10
SAL40630,Island Beach,0,0,19,19
SAL40631,Island Lagoon,0,0,0,0
SAL40632,Iwantja,0,0,48,48
SAL40633,Jabuk,0,0,15,15
SAL40634,James Well,0,0,18,15
SAL40635,Jamestown,0,0,375,377
SAL40636,Jamieson (SA),0,0,0,0
SAL40637,Jericho (SA),0,0,0,0
SAL40638,Jerusalem,0,0,98,98
SAL40639,Jervois,0,0,65,65
SAL40640,Joanna,0,0,29,29
SAL40641,Johnburgh,0,0,0,0
SAL40642,Joslin,0,0,292,291
SAL40643,Julanka Holdings,0,0,0,0
SAL40644,Julia,0,0,0,3
SAL40645,Jupiter Creek,0,0,59,59
SAL40646,Kadina,0,8,636,639
SAL40647,Kainton,0,0,19,19
SAL40648,Kalamurina,0,0,0,0
SAL40649,Kalanbi,0,0,9,9
SAL40650,Kalangadoo,0,0,99,102
SAL40651,Kalbeeba,0,0,106,109
SAL40652,Kaldoonera,0,0,12,12
SAL40653,Kalka,0,0,19,21
SAL40654,Kallora,0,0,5,5
SAL40655,Kaltjiti,0,0,37,37
SAL40656,Kangarilla,0,0,259,257
SAL40657,Kangaroo Flat (SA),0,0,24,24
SAL40658,Kangaroo Head,0,0,3,3
SAL40659,Kangaroo Inn,0,0,0,0
SAL40660,Kanmantoo,3,0,166,169
SAL40661,Kanni,0,0,8,8
SAL40662,Kanpi,0,0,5,5
SAL40663,Kanyaka,0,0,3,3
SAL40664,Kapinnie,0,0,14,14
SAL40665,Kappawanta,0,0,0,0
SAL40666,Kapunda,0,0,663,666
SAL40667,Karatta,0,0,7,7
SAL40668,Karcultaby,0,0,9,9
SAL40669,Karkoo,0,0,11,11
SAL40670,Karoonda,0,0,109,110
SAL40671,Karte,0,0,10,10
SAL40672,Katarapko,0,0,0,0
SAL40673,Keilira,0,0,14,14
SAL40674,Keith,0,0,318,318
SAL40675,Kellidie Bay,0,0,3,3
SAL40676,Kelly,0,0,15,15
SAL40677,Kensington (SA),0,4,317,324
SAL40678,Kensington Gardens,6,4,543,547
SAL40679,Kensington Park,3,4,595,598
SAL40680,Kent Town,10,3,244,253
SAL40681,Kenton Valley,0,0,75,75
SAL40682,Kepa,0,0,15,15
SAL40683,Keppoch,0,0,18,18
SAL40684,Kersbrook,3,0,308,311
SAL40685,Keswick,8,0,144,144
SAL40686,Keswick Terminal,0,0,0,0
SAL40687,Keyneton,0,0,93,93
SAL40688,Ki Ki,0,0,10,10
SAL40689,Kiana,0,0,3,3
SAL40690,Kidman Park,3,5,926,934
SAL40691,Kielpa,0,0,11,11
SAL40692,Kilburn,4,7,914,928
SAL40693,Kilkenny,4,0,359,364
SAL40694,Kimba,0,0,145,145
SAL40695,Kingoonya,0,0,0,0
SAL40696,Kings Park (SA),0,3,135,138
SAL40697,Kingscote,0,4,420,425
SAL40698,Kingsford (SA),0,0,13,13
SAL40699,Kingston On Murray,0,0,85,85
SAL40700,Kingston Park,0,0,168,172
SAL40701,Kingston Se,0,0,319,322
SAL40702,Kingswood (SA),0,4,548,551
SAL40703,Klemzig,9,16,1404,1428
SAL40704,Kohinoor,0,0,15,15
SAL40705,Kondoolka,0,0,0,0
SAL40706,Kongal,0,0,3,3
SAL40707,Kongorong,0,0,53,53
SAL40708,Koolgera,0,0,0,0
SAL40709,Koolunga,0,0,41,41
SAL40710,Koolywurtie,0,0,28,28
SAL40711,Koonamore,0,0,0,0
SAL40712,Koongawa,0,0,6,6
SAL40713,Koonibba,0,0,26,26
SAL40714,Koonoona,0,0,0,0
SAL40715,Koonunga,0,0,8,8
SAL40716,Koorine,0,0,10,10
SAL40717,Kooroona,0,0,6,6
SAL40718,Koppamurra,0,0,15,15
SAL40719,Koppio,0,0,19,19
SAL40720,Korunye,0,0,56,56
SAL40721,Kringin,0,0,0,0
SAL40722,Krondorf,0,0,16,13
SAL40723,Krongart,0,0,0,0
SAL40724,Kudla,0,0,134,134
SAL40725,Kuitpo,0,0,59,60
SAL40726,Kuitpo Colony,0,0,4,4
SAL40727,Kulpara,0,0,11,11
SAL40728,Kurralta Park,3,0,614,622
SAL40729,Kyancutta,0,0,19,19
SAL40730,Kybunga,0,3,14,19
SAL40731,Kybybolite,0,0,25,25
SAL40732,Kyeema,0,0,6,6
SAL40733,Laffer,0,0,9,9
SAL40734,Lake Albert (SA),0,0,0,0
SAL40735,Lake Alexandrina,0,0,0,0
SAL40736,Lake Carlet,0,0,3,3
SAL40737,Lake Everard,0,0,0,0
SAL40738,Lake Eyre,0,0,0,0
SAL40739,Lake Frome,0,0,0,0
SAL40740,Lake Gairdner,0,0,0,0
SAL40741,Lake Gilles,0,0,0,0
SAL40742,Lake Macfarlane,0,0,0,0
SAL40743,Lake Plains,0,0,13,13
SAL40744,Lake Torrens,0,0,0,0
SAL40745,Lake View,0,0,3,3
SAL40746,Lameroo,0,0,198,198
SAL40747,Langhorne Creek,0,0,113,111
SAL40748,Langs Landing,0,0,0,0
SAL40749,Largs Bay,5,19,928,958
SAL40750,Largs North,5,15,848,865
SAL40751,Laura (SA),0,0,166,166
SAL40752,Laura Bay,0,0,3,3
SAL40753,Leabrook,5,0,358,359
SAL40754,Leasingham,0,0,37,37
SAL40755,Leawood Gardens,0,0,12,12
SAL40756,Leigh Creek (SA),0,0,13,13
SAL40757,Leigh Creek Station,0,0,0,0
SAL40758,Leighton,0,0,15,15
SAL40759,Lenswood,0,0,136,135
SAL40760,Lewiston,0,0,811,814
SAL40761,Light Pass,0,0,63,63
SAL40762,Lightsview,22,20,1273,1310
SAL40763,Lincoln National Park,0,0,0,0
SAL40764,Linden Park,4,0,509,509
SAL40765,Lindley,0,0,0,0
SAL40766,Lindon,0,0,3,3
SAL40767,Linwood,0,0,10,10
SAL40768,Lipson,0,0,53,58
SAL40769,Little Douglas,0,0,3,3
SAL40770,Littlehampton,3,6,812,821
SAL40771,Lobethal,5,0,591,596
SAL40772,Lochaber,0,0,31,31
SAL40773,Lochiel (SA),0,0,27,27
SAL40774,Lock,0,0,48,48
SAL40775,Lockleys,9,11,1383,1397
SAL40776,Long Flat (SA),0,0,27,27
SAL40777,Long Plains,0,0,11,11
SAL40778,Longwood (SA),0,0,73,73
SAL40779,Lonsdale,0,0,4,4
SAL40780,Louth Bay,0,0,28,28
SAL40781,Loveday,4,0,164,163
SAL40782,Lowan Vale,0,0,10,12
SAL40783,Lowbank,0,0,6,6
SAL40784,Lower Broughton,0,0,7,7
SAL40785,Lower Hermitage,0,0,54,58
SAL40786,Lower Inman Valley,0,0,145,145
SAL40787,Lower Light,0,0,44,44
SAL40788,Lower Mitcham,5,3,560,565
SAL40789,Loxton,3,7,1043,1050
SAL40790,Loxton North,0,0,204,208
SAL40791,Lucindale,0,4,154,161
SAL40792,Lucky Bay,0,0,7,7
SAL40793,Lyndhurst (SA),0,0,0,0
SAL40794,Lyndoch,3,3,553,557
SAL40795,Lynton,0,0,60,60
SAL40796,Lyrup,0,0,74,74
SAL40797,Maaoupe,0,0,22,22
SAL40798,Mabel Creek,0,0,0,0
SAL40799,Macclesfield (SA),0,4,374,377
SAL40800,Macdonald Park,0,4,120,119
SAL40801,Macgillivray,0,0,24,24
SAL40802,Macumba,0,0,5,5
SAL40803,Magarey,0,0,3,3
SAL40804,Magdala,0,0,16,16
SAL40805,Maggea,0,0,3,3
SAL40806,Magill,10,6,2090,2103
SAL40807,Mahanewo,0,0,3,3
SAL40808,Maitland (SA),0,0,286,282
SAL40809,Makin,0,0,5,5
SAL40810,Malinong,0,0,11,10
SAL40811,Mallala,0,3,205,210
SAL40812,Malpas,0,0,0,0
SAL40813,Maltee,0,0,8,8
SAL40814,Malvern (SA),5,6,683,692
SAL40815,Mambray Creek,0,0,7,7
SAL40816,Mangalo,0,0,14,14
SAL40817,Manna Hill,0,0,0,0
SAL40818,Mannanarie,0,0,15,15
SAL40819,Manningham,3,0,315,323
SAL40820,Mannum,0,4,641,645
SAL40821,Manoora (SA),0,0,30,30
SAL40822,Mansfield Park,4,7,857,865
SAL40823,Mantung,0,0,0,0
SAL40824,Marama,0,0,9,9
SAL40825,Marananga,0,0,25,25
SAL40826,Marble Hill,0,0,17,17
SAL40827,Marcollat,0,0,27,29
SAL40828,Marden,4,7,579,588
SAL40829,Marino,5,4,596,604
SAL40830,Marion,3,4,866,875
SAL40831,Marion Bay (SA),0,0,35,35
SAL40832,Markaranka,0,0,7,7
SAL40833,Marks Landing,0,0,3,3
SAL40834,Marla,0,0,3,3
SAL40835,Marleston,3,3,359,373
SAL40836,Marola,0,0,0,0
SAL40837,Marrabel,0,0,23,23
SAL40838,Marree,0,0,4,4
SAL40839,Marryatville,4,0,136,132
SAL40840,Maryvale (SA),0,0,0,0
SAL40841,Maslin Beach,4,3,275,281
SAL40842,Matta Flat,0,0,22,22
SAL40843,Maude (SA),0,0,0,0
SAL40844,Mawson Lakes,22,24,2992,3034
SAL40845,Mayfield (SA),0,0,0,0
SAL40846,Maylands (SA),0,0,328,329
SAL40847,McBean Pound,0,0,8,8
SAL40848,McCallum,0,0,4,4
SAL40849,McCracken,0,4,536,537
SAL40850,McHarg Creek,0,0,19,15
SAL40851,McLaren Flat,0,3,410,415
SAL40852,McLaren Vale,4,10,1030,1041
SAL40853,Meadows,0,0,426,432
SAL40854,Medindie,0,0,276,276
SAL40855,Medindie Gardens,0,0,100,100
SAL40856,Melrose (SA),0,0,80,80
SAL40857,Melrose Park (SA),0,0,490,492
SAL40858,Melton (SA),0,0,7,7
SAL40859,Meningie,0,0,244,243
SAL40860,Meningie East,0,0,3,3
SAL40861,Meningie West,0,0,8,8
SAL40862,Menzies (SA),0,0,15,15
SAL40863,Mercunda,0,0,4,4
SAL40864,Merghiny,0,0,3,3
SAL40865,Meribah,0,0,7,7
SAL40866,Merriton,0,0,16,16
SAL40867,Middle Beach,0,0,15,15
SAL40868,Middle River,0,0,8,3
SAL40869,Middleback Range,0,0,0,0
SAL40870,Middleton (SA),0,4,326,334
SAL40871,Midgee (SA),0,0,7,7
SAL40872,Mil-Lel,0,0,98,98
SAL40873,Milang,0,0,204,207
SAL40874,Mile End,13,17,812,846
SAL40875,Mile End South,0,0,0,0
SAL40876,Milendella,0,0,15,15
SAL40877,Millbrook (SA),0,0,29,29
SAL40878,Millicent,0,9,1090,1098
SAL40879,Millswood,5,3,542,548
SAL40880,Miltalie,0,0,16,16
SAL40881,Mimili,0,0,50,52
SAL40882,Minbrie,0,0,11,11
SAL40883,Minburra,0,0,0,0
SAL40884,Mindarie (SA),0,0,3,3
SAL40885,Mingbool,0,0,41,41
SAL40886,Minlaton,0,0,257,257
SAL40887,Minnipa,0,0,31,31
SAL40888,Mintaro,0,0,63,63
SAL40889,Minvalara,0,0,4,4
SAL40890,Miranda (SA),0,0,8,13
SAL40891,Mitcham (SA),0,4,441,443
SAL40892,Mitchell (SA),0,0,12,12
SAL40893,Mitchell Park (SA),4,11,1060,1078
SAL40894,Mitchellville,0,0,5,5
SAL40895,Moana,5,7,794,805
SAL40896,Mobilong,0,0,0,0
SAL40897,Moculta,0,0,56,61
SAL40898,Modbury,6,8,1097,1114
SAL40899,Modbury Heights,9,7,1686,1694
SAL40900,Modbury North,0,3,1373,1385
SAL40901,Moerlong,0,0,10,10
SAL40902,Monarto,0,0,48,48
SAL40903,Monarto South,0,0,37,37
SAL40904,Monash (SA),0,4,276,281
