SAL_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SAL80111,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80112,51,7,0,0,7,0,57,10,24,3,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,0,27,0,37,0,0,0,0,0,0,0,58,31,3,0,33,0,97,115,7,0,0,7,0,121,14,43,0,0,45,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,44,0,61,0,0,0,0,0,0,0,131,49,0,0,53,0,180,79,4,0,0,4,0,84,9,37,0,0,37,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,0,0,37,0,46,0,0,0,0,0,0,0,82,46,0,0,46,0,125,67,5,0,0,5,0,76,4,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,22,0,23,0,0,0,0,0,0,0,74,21,0,0,21,0,101,81,4,0,0
SAL80113,18,0,0,0,0,0,23,0,9,0,0,9,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,16,0,19,0,0,0,0,0,0,0,23,16,0,0,16,0,41,18,5,0,0,5,0,20,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,10,0,0,0,0,0,0,0,18,4,0,0,12,0,25,12,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,0,15,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,21,0,0,0
SAL80114,111,0,0,0,0,0,111,8,36,0,0,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,34,0,42,0,0,0,0,0,0,0,114,35,0,0,35,0,154,103,0,0,0,0,0,102,7,23,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,30,0,37,0,0,0,0,0,0,0,112,29,0,0,28,0,136,58,0,0,0,0,0,63,0,12,3,0,16,0,18,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,16,3,0,17,0,22,0,0,0,0,0,0,0,60,14,3,0,21,0,76,29,0,0,0,0,0,29,0,11,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,8,0,0,0,0,0,0,0,29,11,0,0,11,0,39,45,3,0,0
SAL80115,153,9,0,0,9,0,163,13,22,0,0,22,0,40,0,0,6,0,6,0,6,0,0,0,0,0,0,0,13,22,6,0,26,0,42,0,0,0,0,0,0,0,175,35,6,0,34,0,207,138,4,0,0,4,0,138,7,24,6,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,4,0,30,0,37,0,0,0,0,0,0,0,151,26,4,0,35,0,179,83,0,0,0,0,0,82,4,14,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,13,0,0,0,0,0,0,0,87,14,0,0,14,0,101,43,0,0,0,0,0,43,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,46,4,0,0,4,0,54,56,0,0,0
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,115,8,0,0,8,0,122,15,53,0,0,53,0,69,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,52,0,0,59,0,72,0,0,0,0,0,0,0,129,63,0,0,66,0,190,120,9,0,0,9,0,130,9,51,0,0,51,0,58,0,0,4,0,3,0,3,0,0,0,0,0,0,0,9,54,4,0,52,0,63,0,0,0,0,0,0,0,131,59,4,0,59,0,191,59,3,0,0,3,0,59,5,16,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,17,0,19,0,0,0,0,0,0,0,61,20,0,0,21,0,82,33,0,0,0,0,0,33,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,37,7,0,0,7,0,40,50,3,0,0
SAL80118,114,0,0,0,0,0,119,6,10,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,16,0,18,0,0,0,0,0,0,0,127,8,0,0,13,0,139,127,3,0,0,3,0,130,3,7,0,0,7,0,11,3,0,0,0,0,0,5,0,0,0,0,0,0,0,6,8,0,0,8,0,18,0,0,0,0,0,0,0,136,13,0,0,13,0,147,76,3,0,0,3,0,76,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,0,0,0,0,0,72,8,0,0,8,0,81,48,0,0,0,0,0,48,3,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,6,0,0,0,0,0,0,0,48,8,0,0,8,0,55,54,0,0,0
SAL80119,49,3,0,0,3,0,51,4,12,0,0,12,0,16,0,6,0,0,6,0,6,0,0,0,0,0,0,0,4,10,0,0,12,0,17,0,0,0,0,0,0,0,57,13,0,0,16,0,69,80,5,0,0,5,0,79,8,15,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,15,0,19,0,0,0,0,0,0,0,84,13,0,0,13,0,99,49,0,0,0,0,0,49,3,7,4,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,12,0,13,0,0,0,0,0,0,0,55,7,4,0,12,0,66,39,0,0,0,0,0,37,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,39,10,0,0,10,0,46,39,0,0,0
SAL80120,17,9,0,0,9,0,21,0,43,0,0,43,0,47,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,45,0,0,45,0,47,0,0,0,0,0,0,0,21,53,0,0,53,0,74,8,5,0,0,5,0,8,0,36,0,0,36,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,34,0,0,34,0,34,0,0,0,0,0,0,0,8,40,0,0,40,0,44,3,0,0,0,0,0,3,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,3,12,0,0,12,0,15,4,0,0,0,0,0,4,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,4,9,0,0,9,0,11,4,0,0,0
SAL80121,3,0,0,0,0,0,3,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,3,8,0,0,8,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,3,5,0,0,5,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL80122,43,3,0,0,3,0,47,3,153,0,0,153,0,163,0,5,5,0,6,0,6,0,0,0,0,0,0,0,3,160,9,0,161,0,171,0,0,0,0,0,0,0,47,166,9,0,170,0,214,23,0,0,0,0,0,24,3,161,7,0,171,0,172,0,3,3,0,12,0,12,0,0,0,0,0,0,0,3,168,10,0,177,0,180,0,0,0,0,0,0,0,27,166,10,0,178,0,207,17,0,0,0,0,0,17,0,53,0,0,54,0,54,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,60,0,0,61,0,61,0,0,0,0,0,0,0,17,60,0,0,61,0,73,8,0,0,0,0,0,8,0,19,0,0,19,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,0,0,0,0,0,0,8,21,0,0,21,0,30,10,0,0,0
SAL80123,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
SAL80124,151,0,0,0,0,0,154,5,23,0,0,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,23,0,26,0,0,0,0,0,0,0,154,25,0,0,25,0,177,131,9,0,0,9,0,140,5,28,8,0,29,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,8,0,31,0,38,0,0,0,0,0,0,0,140,36,8,0,41,0,179,91,3,0,0,3,0,96,6,24,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,24,0,22,0,0,0,0,0,0,0,97,26,0,0,26,0,119,51,4,0,0,4,0,56,3,16,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,16,0,18,0,0,0,0,0,0,0,59,23,0,0,23,0,75,86,6,0,0
SAL80125,46,4,0,0,4,0,45,11,139,13,0,152,0,168,0,14,9,0,20,0,20,0,0,0,0,0,0,0,11,156,18,0,168,0,182,0,0,0,0,0,0,0,59,158,18,0,172,0,231,36,4,0,0,4,0,41,9,160,3,0,164,0,171,0,17,0,0,17,0,17,0,0,0,0,0,0,0,9,173,9,0,175,0,187,0,0,0,0,0,0,0,43,178,9,0,180,0,227,33,0,0,0,0,0,32,3,63,0,0,64,0,64,0,3,0,0,4,0,4,0,0,0,0,0,0,0,3,65,0,0,69,0,69,0,0,0,0,0,0,0,34,64,0,0,67,0,100,13,0,0,0,0,0,13,3,33,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,32,0,33,0,0,0,0,0,0,0,15,33,0,0,32,0,50,22,0,0,0
SAL80126,86,0,0,0,0,0,86,12,31,0,0,31,0,51,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,37,0,0,37,0,51,0,0,0,0,0,0,0,98,38,0,0,38,0,141,100,0,0,0,0,0,105,5,23,0,0,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,27,0,36,0,0,0,0,0,0,0,112,23,0,0,23,0,137,81,0,0,0,0,0,79,0,17,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,27,0,0,0,0,0,0,0,85,19,0,0,19,0,104,42,0,0,0,0,0,42,3,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,15,0,0,0,0,0,0,0,47,9,0,0,9,0,57,53,3,0,0
SAL80127,64,4,0,0,4,0,71,4,25,0,0,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,29,0,33,0,0,0,0,0,0,0,71,32,0,0,28,0,97,39,0,0,0,0,0,44,6,36,0,0,36,0,44,0,5,0,0,5,0,5,0,0,0,0,0,0,0,6,41,0,0,41,0,47,0,0,0,0,0,0,0,45,43,0,0,43,0,88,31,0,0,0,0,0,35,4,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,13,0,17,0,0,0,0,0,0,0,36,15,0,0,15,0,54,24,0,0,0,0,0,24,0,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,11,0,0,0,0,0,0,0,26,8,0,0,8,0,34,33,0,0,0
SAL80128,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,33,0,0,0,0,0,33,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,30,0,0,0,0,0,30,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0
SAL80129,284,9,0,0,9,0,297,21,84,0,0,86,0,109,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,86,0,0,86,0,104,0,0,0,0,0,0,0,310,94,0,0,94,0,406,325,7,0,0,7,0,329,25,81,0,0,81,0,101,0,0,0,0,3,0,3,0,0,0,0,0,0,0,25,84,0,0,83,0,107,0,0,0,0,0,0,0,352,89,0,0,88,0,437,194,8,0,0,8,0,201,9,41,4,0,41,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,3,0,45,0,59,0,0,0,0,0,0,0,206,48,3,0,54,0,255,123,3,0,0,3,0,125,9,27,0,0,25,0,32,0,6,0,0,3,0,3,0,0,0,0,0,0,0,9,27,0,0,26,0,34,0,0,0,0,0,0,0,131,34,0,0,33,0,168,130,8,0,0
SAL80130,127,3,0,0,3,0,129,11,27,0,0,27,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,27,0,35,0,0,0,0,0,0,0,131,25,0,0,25,0,157,119,3,0,0,3,0,123,12,28,0,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,28,0,43,0,0,0,0,0,0,0,127,32,0,0,32,0,169,74,0,0,0,0,0,74,6,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,13,0,17,0,0,0,0,0,0,0,84,13,0,0,13,0,94,39,0,0,0,0,0,39,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,0,37,3,0,0,3,0,40,60,0,0,0
SAL80131,263,22,0,0,22,0,280,20,63,0,0,65,3,91,0,4,0,0,3,0,6,0,0,0,0,0,0,0,20,69,4,0,74,3,97,0,0,0,0,0,0,0,284,89,4,0,91,3,379,267,11,0,0,11,0,279,33,52,3,0,58,0,87,0,5,0,0,3,0,5,0,0,0,0,0,0,0,34,59,6,0,60,0,95,0,0,0,0,0,0,0,299,70,6,0,77,0,373,130,8,0,0,8,0,140,16,31,0,0,31,0,41,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,34,0,0,34,0,45,0,0,0,0,0,0,0,142,39,0,0,39,0,183,78,0,0,0,0,0,81,4,12,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,13,0,15,0,0,0,0,0,0,0,83,11,0,0,14,0,98,81,4,0,0
SAL80132,75,8,0,0,8,0,81,8,19,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,20,0,25,0,0,0,0,0,3,3,83,22,0,0,26,3,109,130,3,0,0,3,0,131,4,20,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,22,0,28,0,0,0,0,0,5,5,131,24,0,0,31,5,162,87,3,0,0,3,0,99,0,8,0,0,8,0,8,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,87,13,0,0,13,0,105,67,4,0,0,4,0,74,4,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,10,0,15,0,0,0,0,0,0,0,70,12,0,0,12,0,88,94,3,0,0
SAL80133,130,3,0,0,3,0,135,14,46,0,0,46,0,62,4,0,0,0,0,0,7,0,0,0,0,0,0,0,20,50,0,0,50,0,67,0,0,0,0,0,0,0,147,53,0,0,53,0,202,157,7,0,0,7,0,160,13,43,0,0,43,0,55,0,4,0,0,4,0,4,0,0,0,0,0,0,0,13,50,0,0,50,0,57,0,0,0,0,0,0,0,165,55,0,0,55,0,222,90,3,0,0,3,0,94,10,24,0,0,24,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,24,0,33,0,0,0,0,0,0,0,100,22,0,0,22,0,123,56,6,0,0,6,0,63,4,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,12,0,0,0,0,0,0,0,58,14,0,0,14,0,73,58,4,0,0
SAL80134,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,105,13,3,0,14,0,118,12,110,0,0,110,0,126,0,5,0,0,5,0,5,0,0,0,0,0,0,0,12,117,0,0,110,0,130,0,0,0,0,0,0,0,114,123,0,0,124,0,243,80,5,0,0,13,0,95,9,132,0,0,136,0,144,0,5,3,0,6,0,6,0,0,0,0,0,0,0,9,134,4,0,142,0,155,0,0,0,0,0,0,0,98,142,5,0,148,0,247,54,0,0,0,0,0,59,7,45,0,0,47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,47,0,58,0,0,0,0,0,0,0,60,44,0,0,49,0,112,16,0,0,0,0,0,23,0,36,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,37,0,37,0,0,0,0,0,0,0,16,38,0,0,44,0,60,24,0,0,0
